"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 11:52:26 GMT 2023","Tue Feb 28 11:52:26 GMT 2023","211","CSS isolation","Check App 2 colors","","","","Check button in App 2 exist",""
"passed","Tue Feb 28 11:51:19 GMT 2023","Tue Feb 28 11:51:19 GMT 2023","662","Complete React case","Check App1","","","","Check App Dialog popup",""
"passed","Tue Feb 28 11:52:05 GMT 2023","Tue Feb 28 11:52:05 GMT 2023","257","Delegate Modules","Check App 2","","","","Check button text visibility",""
"passed","Tue Feb 28 11:52:55 GMT 2023","Tue Feb 28 11:52:55 GMT 2023","2","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 11:52:21 GMT 2023","Tue Feb 28 11:52:22 GMT 2023","676","Angular 15 microfrontends lazy components","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Tue Feb 28 11:54:05 GMT 2023","Tue Feb 28 11:54:05 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Tue Feb 28 11:52:55 GMT 2023","Tue Feb 28 11:52:55 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Tue Feb 28 11:54:05 GMT 2023","Tue Feb 28 11:54:05 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Tue Feb 28 11:52:46 GMT 2023","Tue Feb 28 11:52:49 GMT 2023","2303","Angular 14 React","Check Angular-React Application","","","","Check App build and running",""
"passed","Tue Feb 28 11:54:05 GMT 2023","Tue Feb 28 11:54:06 GMT 2023","320","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 11:52:27 GMT 2023","Tue Feb 28 11:52:28 GMT 2023","1642","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Shell)",""
"passed","Tue Feb 28 11:50:52 GMT 2023","Tue Feb 28 11:50:53 GMT 2023","328","Automatic Vendor Sharing","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Tue Feb 28 11:52:49 GMT 2023","Tue Feb 28 11:52:50 GMT 2023","1199","Angular 14 React","Check Angular-React Application","","","","Add user to the table",""
