"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 14:16:48 GMT 2023","Thu Feb 02 14:16:48 GMT 2023","299","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"passed","Thu Feb 02 14:15:05 GMT 2023","Thu Feb 02 14:15:05 GMT 2023","318","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
"skipped","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","1","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 14:16:46 GMT 2023","Thu Feb 02 14:16:46 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"passed","Thu Feb 02 14:15:09 GMT 2023","Thu Feb 02 14:15:09 GMT 2023","372","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 14:15:09 GMT 2023","Thu Feb 02 14:15:09 GMT 2023","274","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"skipped","Thu Feb 02 14:15:09 GMT 2023","Thu Feb 02 14:15:09 GMT 2023","10","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 14:14:58 GMT 2023","Thu Feb 02 14:14:58 GMT 2023","4","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Host app Widget functionality and application elements",""
"skipped","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","2","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 14:16:46 GMT 2023","Thu Feb 02 14:16:46 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 14:14:58 GMT 2023","Thu Feb 02 14:14:59 GMT 2023","703","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"skipped","Thu Feb 02 14:16:46 GMT 2023","Thu Feb 02 14:16:46 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 02 14:16:47 GMT 2023","Thu Feb 02 14:16:48 GMT 2023","432","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"skipped","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","1","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:05 GMT 2023","384","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 14:15:09 GMT 2023","Thu Feb 02 14:15:09 GMT 2023","0","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check widgets in App 1",""
"skipped","Thu Feb 02 14:16:46 GMT 2023","Thu Feb 02 14:16:46 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","364","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 14:16:46 GMT 2023","Thu Feb 02 14:16:46 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"skipped","Thu Feb 02 14:16:46 GMT 2023","Thu Feb 02 14:16:46 GMT 2023","2","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
"passed","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","402","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","231","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 14:15:04 GMT 2023","Thu Feb 02 14:15:04 GMT 2023","0","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 14:16:46 GMT 2023","Thu Feb 02 14:16:47 GMT 2023","832","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
