"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 12:39:36 GMT 2023","Thu Feb 09 12:39:38 GMT 2023","1953","","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Shell)",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","287","Comprehemsive Demo React 16","Check is Comprehensive Demo App5 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:39:04 GMT 2023","Thu Feb 09 12:39:04 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","341","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:38:22 GMT 2023","Thu Feb 09 12:38:23 GMT 2023","509","Angular 11 microfrontends NGRX","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Thu Feb 09 12:38:15 GMT 2023","Thu Feb 09 12:38:16 GMT 2023","395","Different React Versions","Check App2","","","","Check App build and running",""
"passed","Thu Feb 09 12:39:04 GMT 2023","Thu Feb 09 12:39:04 GMT 2023","0","Dynamic Remotes","Check App 1","","","","Check elements functionality in App 1",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","232","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 subheader",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","192","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 Button button",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Dialog elements",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App3 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:39:06 GMT 2023","Thu Feb 09 12:39:06 GMT 2023","310","Dynamic Remotes","Check App 3","","","","Check elements functionality in App 3",""
"passed","Thu Feb 09 12:39:04 GMT 2023","Thu Feb 09 12:39:04 GMT 2023","0","Dynamic Remotes","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 09 12:37:09 GMT 2023","Thu Feb 09 12:37:09 GMT 2023","1","CSS isolation","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","1","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"passed","Thu Feb 09 12:37:43 GMT 2023","Thu Feb 09 12:37:43 GMT 2023","220","Bi Directional","Check Bi-Directional elements exists on the page","","","","Check App1 and App2 elements",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check UI Library elements",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","2","Different React Versions Isolated","Check App 1","","","","Check App 1 have Host Application - React Version 17.0.2 header",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check UI Library elements",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","360","Comprehemsive Demo React 16","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:40 GMT 2023","445","Different React Versions Isolated","Check App 2","","","","Check Apps share div with React version 16.14.0",""
"passed","Thu Feb 09 12:39:32 GMT 2023","Thu Feb 09 12:39:33 GMT 2023","1059","","Check Apps functionality","","","","Check removing user from table (Remove form Profile)",""
"passed","Thu Feb 09 12:37:09 GMT 2023","Thu Feb 09 12:37:10 GMT 2023","332","CSS isolation","Check App 2 colors","","","","Update background color of App 2 if click on the ""Make Everything Yellow"" button",""
"passed","Thu Feb 09 12:39:33 GMT 2023","Thu Feb 09 12:39:34 GMT 2023","1201","","Check Apps functionality","","","","Check removing user from table (Remove form Shell)",""
"passed","Thu Feb 09 12:37:40 GMT 2023","Thu Feb 09 12:37:40 GMT 2023","233","Different React Versions Isolated","Check App 2","","","","Check App 2 didn't inject React version 16.14.0 block into a div parent element",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","1","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:37:09 GMT 2023","Thu Feb 09 12:37:09 GMT 2023","234","CSS isolation","Check App 2 colors","","","","Check button in App 2 exist",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","1","Comprehemsive Demo React 16","Check is Comprehensive Demo App2 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:38:26 GMT 2023","Thu Feb 09 12:38:27 GMT 2023","673","Complete React case","Check App1","","","","Check App Dialog popup",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","340","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Thu Feb 09 12:37:09 GMT 2023","Thu Feb 09 12:37:09 GMT 2023","0","CSS isolation","Check App 1 colors","","","","Check App 1 color text",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 1 subheader",""
"passed","Thu Feb 09 12:39:04 GMT 2023","Thu Feb 09 12:39:04 GMT 2023","1","Dynamic Remotes","Check App 2","","","","Check App 2 elements exist on the page",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Thu Feb 09 12:38:15 GMT 2023","Thu Feb 09 12:38:15 GMT 2023","2","Different React Versions","Check App1","","","","Check App build and running",""
"passed","Thu Feb 09 12:39:30 GMT 2023","Thu Feb 09 12:39:31 GMT 2023","829","Angular 11 microfrontends NGXS","Check MDMF PROFILE App Page","","","","Check App is build and running",""
"passed","Thu Feb 09 12:39:34 GMT 2023","Thu Feb 09 12:39:36 GMT 2023","1636","","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Profile)",""
"passed","Thu Feb 09 12:38:11 GMT 2023","Thu Feb 09 12:38:14 GMT 2023","2768","Angular 11 microfrontends NGRX","Check MDMF SHELL App Page","","","","Check App is build and running",""
"passed","Thu Feb 09 12:38:25 GMT 2023","Thu Feb 09 12:38:26 GMT 2023","670","Complete React case","Check App1","","","","Check App build and running",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","312","Different React Versions Isolated","Check App 2","","","","Check App 2 have Remote Application - React Version 16.14.0 header",""
"passed","Thu Feb 09 12:37:09 GMT 2023","Thu Feb 09 12:37:09 GMT 2023","0","CSS isolation","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 09 12:39:04 GMT 2023","Thu Feb 09 12:39:04 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check elements functionality in App 2",""
"passed","Thu Feb 09 12:38:26 GMT 2023","Thu Feb 09 12:38:26 GMT 2023","282","Complete React case","Check App1","","","","Check App buttons",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App2 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:38:25 GMT 2023","Thu Feb 09 12:38:25 GMT 2023","2","CRA","Check Host","","","","Check Host elements exist on the page",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Thu Feb 09 12:38:25 GMT 2023","Thu Feb 09 12:38:26 GMT 2023","499","CRA","Check Remote","","","","Check Remote elements exist on the page",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:21 GMT 2023","2828","Angular 11 microfrontends NGXS","Check MDMF SHELL App Page","","","","Check App is build and running",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check React version 16.14.0 block",""
"passed","Thu Feb 09 12:38:15 GMT 2023","Thu Feb 09 12:38:15 GMT 2023","0","Different React Versions","Check App1","","","","Check that filled text appear in header",""
"passed","Thu Feb 09 12:37:09 GMT 2023","Thu Feb 09 12:37:09 GMT 2023","0","CSS isolation","Check App 1","","","","Check button in App 1 exist",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:39:31 GMT 2023","Thu Feb 09 12:39:32 GMT 2023","1068","","Check Apps functionality","","","","Check added user visible on both Apps",""
"passed","Thu Feb 09 12:37:09 GMT 2023","Thu Feb 09 12:37:09 GMT 2023","1","CSS isolation","Check App 1 colors","","","","Update background color of App 2 Inside App 1 if click on the ""Make Everything Yellow"" button",""
"passed","Thu Feb 09 12:39:38 GMT 2023","Thu Feb 09 12:39:39 GMT 2023","703","","Check Apps functionality","","","","Check fileds validation",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App3 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:39:18 GMT 2023","Thu Feb 09 12:39:18 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","1","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 2 Button button",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 inject React version 16.14.0 block into a div parent element",""
"passed","Thu Feb 09 12:39:05 GMT 2023","Thu Feb 09 12:39:06 GMT 2023","537","Dynamic Remotes","Check App 3","","","","Check buttons in App 3 exist",""
"passed","Thu Feb 09 12:39:04 GMT 2023","Thu Feb 09 12:39:04 GMT 2023","4","Dynamic Remotes","Check App 1","","","","Check App 1 elements exist on the page",""
"passed","Thu Feb 09 12:37:40 GMT 2023","Thu Feb 09 12:37:40 GMT 2023","261","Different React Versions Isolated","Check App 2","","","","Check React version 16.14.0 block",""
"passed","Thu Feb 09 12:39:04 GMT 2023","Thu Feb 09 12:39:05 GMT 2023","829","Dynamic Remotes","Check App 3","","","","Check App 3 elements exist on the page",""
"passed","Thu Feb 09 12:38:04 GMT 2023","Thu Feb 09 12:38:04 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Dialog elements",""
"passed","Thu Feb 09 12:37:39 GMT 2023","Thu Feb 09 12:37:39 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check Apps share div with React version 16.14.0",""
