"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 17:59:31 GMT 2023","Thu Feb 02 17:59:31 GMT 2023","388","","It checks host apps' component","","","","Checks host button visibility",""
"skipped","Thu Feb 02 17:59:26 GMT 2023","Thu Feb 02 17:59:26 GMT 2023","0","","It checks components header and console message","","","","Checks Remote page header visibility",""
"passed","Thu Feb 02 17:59:18 GMT 2023","Thu Feb 02 17:59:18 GMT 2023","579","","Check App 2","","","","Check Apps share div with React version 16.14.0",""
"skipped","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:17 GMT 2023","0","","Check App 1","","","","Check App 1 have App 1 subheader",""
"skipped","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:17 GMT 2023","0","","Check App 1","","","","Check Apps share div with React version 16.14.0",""
"skipped","Thu Feb 02 17:59:26 GMT 2023","Thu Feb 02 17:59:26 GMT 2023","2","","It checks components header and console message","","","","Checks Host page header visibility",""
"skipped","Thu Feb 02 17:59:11 GMT 2023","Thu Feb 02 17:59:11 GMT 2023","0","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check widgets in App 1",""
"passed","Thu Feb 02 17:59:47 GMT 2023","Thu Feb 02 17:59:47 GMT 2023","446","","Check remote app","","","","Check the content of the page exists",""
"skipped","Thu Feb 02 17:59:26 GMT 2023","Thu Feb 02 17:59:26 GMT 2023","1","","It checks components header and console message","","","","Checks console message visibility in Host component",""
"passed","Thu Feb 02 17:59:47 GMT 2023","Thu Feb 02 17:59:47 GMT 2023","397","","Check remote app","","","","Check the button works",""
"passed","Thu Feb 02 17:59:30 GMT 2023","Thu Feb 02 17:59:30 GMT 2023","340","","It checks host apps' component","","","","Checks links are not disabled",""
"passed","Thu Feb 02 17:59:42 GMT 2023","Thu Feb 02 17:59:43 GMT 2023","428","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 17:59:30 GMT 2023","Thu Feb 02 17:59:31 GMT 2023","397","","It checks host apps' component","","","","Checks both linked buttons include same link",""
"passed","Thu Feb 02 17:59:29 GMT 2023","Thu Feb 02 17:59:30 GMT 2023","340","","It checks host apps' component","","","","Checks buttons are not disabled",""
"skipped","Thu Feb 02 17:59:42 GMT 2023","Thu Feb 02 17:59:42 GMT 2023","4","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 17:59:32 GMT 2023","Thu Feb 02 17:59:33 GMT 2023","861","","It checks host apps' component","","","","Checks that host button text includes counter which changed after click & check value reverted after reload",""
"passed","Thu Feb 02 17:59:33 GMT 2023","Thu Feb 02 17:59:34 GMT 2023","860","","It checks host apps' component","","","","Checks that remote button text includes counter which changed after click & check value reverted after reload",""
"skipped","Thu Feb 02 17:59:47 GMT 2023","Thu Feb 02 17:59:47 GMT 2023","1","","Check host app","","","","Check the Home navigation link works",""
"passed","Thu Feb 02 17:59:18 GMT 2023","Thu Feb 02 17:59:19 GMT 2023","230","","Check App 2","","","","Check App 2 didn't inject React version 16.14.0 block into a div parent element",""
"skipped","Thu Feb 02 17:59:47 GMT 2023","Thu Feb 02 17:59:47 GMT 2023","0","","Check host app","","","","Check the Heading navigation link works",""
"passed","Thu Feb 02 17:59:29 GMT 2023","Thu Feb 02 17:59:29 GMT 2023","388","","It checks host apps' component","","","","Checks page includes two buttons",""
"passed","Thu Feb 02 17:59:29 GMT 2023","Thu Feb 02 17:59:29 GMT 2023","419","","Check App2","","","","Check App build and running",""
"passed","Thu Feb 02 17:59:43 GMT 2023","Thu Feb 02 17:59:43 GMT 2023","253","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 17:59:26 GMT 2023","Thu Feb 02 17:59:26 GMT 2023","0","","It checks components header and console message","","","","Checks console message visibility in Remote component",""
"skipped","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:17 GMT 2023","1","","Check App 1","","","","Check App 1 have App 2 Button button",""
"skipped","Thu Feb 02 17:59:47 GMT 2023","Thu Feb 02 17:59:47 GMT 2023","1","","Check host app","","","","Check the content of the Home page exists",""
"passed","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:17 GMT 2023","324","","Check App 2","","","","Check App 2 have Remote Application - React Version 16.14.0 header",""
"skipped","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:17 GMT 2023","0","","Check App 1","","","","Check App 1 inject React version 16.14.0 block into a div parent element",""
"passed","Thu Feb 02 17:59:28 GMT 2023","Thu Feb 02 17:59:28 GMT 2023","504","","It checks host apps' component","","","","Checks change components message visibility",""
"skipped","Thu Feb 02 17:59:42 GMT 2023","Thu Feb 02 17:59:42 GMT 2023","0","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 17:59:26 GMT 2023","Thu Feb 02 17:59:27 GMT 2023","619","","It checks host apps' component","","","","Checks apps console loading module message",""
"passed","Thu Feb 02 17:59:31 GMT 2023","Thu Feb 02 17:59:31 GMT 2023","493","","It checks host apps' component","","","","Checks both buttons contain same text",""
"skipped","Thu Feb 02 17:59:26 GMT 2023","Thu Feb 02 17:59:26 GMT 2023","0","","It checks components header and console message","","","","Checks apps console weekend message",""
"passed","Thu Feb 02 17:59:27 GMT 2023","Thu Feb 02 17:59:28 GMT 2023","503","","It checks host apps' component","","","","Checks remote component greeting visibility",""
"passed","Thu Feb 02 17:59:11 GMT 2023","Thu Feb 02 17:59:11 GMT 2023","273","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"skipped","Thu Feb 02 17:59:29 GMT 2023","Thu Feb 02 17:59:29 GMT 2023","2","","Check App1","","","","Check App build and running",""
"passed","Thu Feb 02 17:59:18 GMT 2023","Thu Feb 02 17:59:18 GMT 2023","211","","Check App 2","","","","Check App 2 have App 2 Button button",""
"passed","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:18 GMT 2023","213","","Check App 2","","","","Check App 2 have App 2 subheader",""
"passed","Thu Feb 02 17:59:19 GMT 2023","Thu Feb 02 17:59:19 GMT 2023","189","","Check App 2","","","","Check React version 16.14.0 block",""
"passed","Thu Feb 02 17:59:29 GMT 2023","Thu Feb 02 17:59:29 GMT 2023","418","","It checks host apps' component","","","","Checks both links has same names",""
"passed","Thu Feb 02 17:59:28 GMT 2023","Thu Feb 02 17:59:29 GMT 2023","436","","It checks host apps' component","","","","Checks page includes two links",""
"passed","Thu Feb 02 17:59:27 GMT 2023","Thu Feb 02 17:59:27 GMT 2023","474","","It checks host apps' component","","","","Checks apps console remote module message",""
"skipped","Thu Feb 02 17:59:26 GMT 2023","Thu Feb 02 17:59:26 GMT 2023","1","","It checks components header and console message","","","","Checks apps console date message",""
"skipped","Thu Feb 02 17:59:11 GMT 2023","Thu Feb 02 17:59:11 GMT 2023","2","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 17:59:11 GMT 2023","Thu Feb 02 17:59:11 GMT 2023","343","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:17 GMT 2023","0","","Check App 1","","","","Check React version 16.14.0 block",""
"skipped","Thu Feb 02 17:59:17 GMT 2023","Thu Feb 02 17:59:17 GMT 2023","2","","Check App 1","","","","Check App 1 have Host Application - React Version 17.0.2 header",""
"skipped","Thu Feb 02 17:59:47 GMT 2023","Thu Feb 02 17:59:47 GMT 2023","0","","Check host app","","","","Check the Button navigation link works",""
