"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:49 GMT 2023","333","Comprehemsive Demo React 16","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Tue Feb 28 13:51:39 GMT 2023","Tue Feb 28 13:51:39 GMT 2023","0","Different React Versions","Check App1","","","","Check that filled text appear in header",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","307","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check UI Library elements",""
"passed","Tue Feb 28 13:50:44 GMT 2023","Tue Feb 28 13:50:44 GMT 2023","261","Different React Versions Isolated","Check App 2","","","","Check App 2 didn't inject React version 16.14.0 block into a div parent element",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 1 subheader",""
"passed","Tue Feb 28 13:50:29 GMT 2023","Tue Feb 28 13:50:30 GMT 2023","664","Complete React case","Check App1","","","","Check App Dialog popup",""
"passed","Tue Feb 28 13:51:58 GMT 2023","Tue Feb 28 13:51:58 GMT 2023","268","Bi Directional","Check Bi-Directional elements exists on the page","","","","Check App1 and App2 elements",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","270","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Dialog elements",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App3 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check React version 16.14.0 block",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:44 GMT 2023","415","Different React Versions Isolated","Check App 2","","","","Check Apps share div with React version 16.14.0",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","2","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:51:19 GMT 2023","Tue Feb 28 13:51:19 GMT 2023","0","Basic Host remote","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","1","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","1","Comprehemsive Demo React 16","Check is Comprehensive Demo App3 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","268","Different React Versions Isolated","Check App 2","","","","Check App 2 have Remote Application - React Version 16.14.0 header",""
"passed","Tue Feb 28 13:51:19 GMT 2023","Tue Feb 28 13:51:19 GMT 2023","225","Basic Host remote","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","195","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 subheader",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Dialog elements",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check UI Library elements",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","1","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 2 Button button",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","2","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check Apps share div with React version 16.14.0",""
"passed","Tue Feb 28 13:51:39 GMT 2023","Tue Feb 28 13:51:39 GMT 2023","382","Different React Versions","Check App2","","","","Check App build and running",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","287","Comprehemsive Demo React 16","Check is Comprehensive Demo App5 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","2","Different React Versions Isolated","Check App 1","","","","Check App 1 have Host Application - React Version 17.0.2 header",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","258","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 Button button",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:51:39 GMT 2023","Tue Feb 28 13:51:39 GMT 2023","2","Different React Versions","Check App1","","","","Check App build and running",""
"passed","Tue Feb 28 13:51:19 GMT 2023","Tue Feb 28 13:51:19 GMT 2023","362","Basic Host remote","Check App 2","","","","Check App 2 built and running",""
"passed","Tue Feb 28 13:50:43 GMT 2023","Tue Feb 28 13:50:43 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 inject React version 16.14.0 block into a div parent element",""
"passed","Tue Feb 28 13:50:28 GMT 2023","Tue Feb 28 13:50:29 GMT 2023","645","Complete React case","Check App1","","","","Check App build and running",""
"passed","Tue Feb 28 13:51:19 GMT 2023","Tue Feb 28 13:51:19 GMT 2023","2","Basic Host remote","Check App 1","","","","Check App 1 built and running",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"passed","Tue Feb 28 13:50:29 GMT 2023","Tue Feb 28 13:50:29 GMT 2023","332","Complete React case","Check App1","","","","Check App buttons",""
"passed","Tue Feb 28 13:51:48 GMT 2023","Tue Feb 28 13:51:48 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App2 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:51:54 GMT 2023","Tue Feb 28 13:51:54 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App2 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:50:44 GMT 2023","Tue Feb 28 13:50:44 GMT 2023","243","Different React Versions Isolated","Check App 2","","","","Check React version 16.14.0 block",""
