"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Feb 03 10:40:39 GMT 2023","Fri Feb 03 10:40:39 GMT 2023","2","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"passed","Fri Feb 03 10:40:40 GMT 2023","Fri Feb 03 10:40:41 GMT 2023","355","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"passed","Fri Feb 03 10:41:30 GMT 2023","Fri Feb 03 10:41:30 GMT 2023","476","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Fri Feb 03 10:41:29 GMT 2023","Fri Feb 03 10:41:30 GMT 2023","508","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"skipped","Fri Feb 03 10:41:29 GMT 2023","Fri Feb 03 10:41:29 GMT 2023","1","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
"skipped","Fri Feb 03 10:40:39 GMT 2023","Fri Feb 03 10:40:39 GMT 2023","1","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Fri Feb 03 10:41:29 GMT 2023","Fri Feb 03 10:41:29 GMT 2023","2","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"skipped","Fri Feb 03 10:41:29 GMT 2023","Fri Feb 03 10:41:29 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Fri Feb 03 10:40:39 GMT 2023","Fri Feb 03 10:40:40 GMT 2023","765","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"skipped","Fri Feb 03 10:40:39 GMT 2023","Fri Feb 03 10:40:39 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Fri Feb 03 10:41:30 GMT 2023","Fri Feb 03 10:41:30 GMT 2023","318","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
"skipped","Fri Feb 03 10:40:39 GMT 2023","Fri Feb 03 10:40:39 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"passed","Fri Feb 03 10:40:41 GMT 2023","Fri Feb 03 10:40:41 GMT 2023","331","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"skipped","Fri Feb 03 10:40:39 GMT 2023","Fri Feb 03 10:40:39 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"skipped","Fri Feb 03 10:40:39 GMT 2023","Fri Feb 03 10:40:39 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
