"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:16 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 13:22:25 GMT 2023","Thu Feb 02 13:22:25 GMT 2023","361","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 02 13:21:30 GMT 2023","Thu Feb 02 13:21:30 GMT 2023","372","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:21:30 GMT 2023","Thu Feb 02 13:21:30 GMT 2023","2","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 13:22:24 GMT 2023","Thu Feb 02 13:22:24 GMT 2023","1","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:16 GMT 2023","683","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"skipped","Thu Feb 02 13:22:24 GMT 2023","Thu Feb 02 13:22:24 GMT 2023","2","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 13:21:22 GMT 2023","Thu Feb 02 13:21:22 GMT 2023","2","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:21:22 GMT 2023","Thu Feb 02 13:21:22 GMT 2023","399","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:21:30 GMT 2023","Thu Feb 02 13:21:30 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
"skipped","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:16 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 13:21:22 GMT 2023","Thu Feb 02 13:21:22 GMT 2023","290","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"skipped","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:16 GMT 2023","2","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:21:42 GMT 2023","Thu Feb 02 13:21:43 GMT 2023","779","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"passed","Thu Feb 02 13:21:30 GMT 2023","Thu Feb 02 13:21:30 GMT 2023","293","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 13:21:30 GMT 2023","Thu Feb 02 13:21:30 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:17 GMT 2023","393","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"passed","Thu Feb 02 13:22:24 GMT 2023","Thu Feb 02 13:22:25 GMT 2023","490","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:21:42 GMT 2023","Thu Feb 02 13:21:42 GMT 2023","2","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Host app Widget functionality and application elements",""
"skipped","Thu Feb 02 13:21:22 GMT 2023","Thu Feb 02 13:21:22 GMT 2023","0","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check widgets in App 1",""
"skipped","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:16 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"skipped","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:16 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 13:22:16 GMT 2023","Thu Feb 02 13:22:16 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"passed","Thu Feb 02 13:21:30 GMT 2023","Thu Feb 02 13:21:31 GMT 2023","263","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
"passed","Thu Feb 02 13:22:17 GMT 2023","Thu Feb 02 13:22:17 GMT 2023","182","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
