"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Feb 02 13:05:40 GMT 2023","Thu Feb 02 13:05:40 GMT 2023","1","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check widgets in App 1",""
"passed","Thu Feb 02 13:05:41 GMT 2023","Thu Feb 02 13:05:41 GMT 2023","314","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"passed","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:29 GMT 2023","468","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"passed","Thu Feb 02 13:05:59 GMT 2023","Thu Feb 02 13:06:00 GMT 2023","761","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"skipped","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:28 GMT 2023","2","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:05:34 GMT 2023","Thu Feb 02 13:05:35 GMT 2023","373","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 13:05:28 GMT 2023","Thu Feb 02 13:05:28 GMT 2023","452","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:28 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:05:34 GMT 2023","Thu Feb 02 13:05:34 GMT 2023","2","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:05:28 GMT 2023","Thu Feb 02 13:05:29 GMT 2023","298","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 13:05:28 GMT 2023","Thu Feb 02 13:05:28 GMT 2023","2","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 13:05:34 GMT 2023","Thu Feb 02 13:05:34 GMT 2023","0","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:28 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"skipped","Thu Feb 02 13:05:59 GMT 2023","Thu Feb 02 13:05:59 GMT 2023","2","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Host app Widget functionality and application elements",""
"skipped","Thu Feb 02 13:05:28 GMT 2023","Thu Feb 02 13:05:28 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 13:05:28 GMT 2023","Thu Feb 02 13:05:28 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
"skipped","Thu Feb 02 13:05:40 GMT 2023","Thu Feb 02 13:05:40 GMT 2023","1","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:05:40 GMT 2023","Thu Feb 02 13:05:41 GMT 2023","411","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 13:05:35 GMT 2023","Thu Feb 02 13:05:35 GMT 2023","223","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 02 13:06:29 GMT 2023","Thu Feb 02 13:06:29 GMT 2023","287","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"skipped","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:28 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:28 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"passed","Thu Feb 02 13:05:29 GMT 2023","Thu Feb 02 13:05:29 GMT 2023","322","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
"passed","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:28 GMT 2023","796","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"skipped","Thu Feb 02 13:06:28 GMT 2023","Thu Feb 02 13:06:28 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
