"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 27 09:23:19 GMT 2023","Mon Feb 27 09:23:19 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check elements functionality in App 2",""
"passed","Mon Feb 27 09:10:21 GMT 2023","Mon Feb 27 09:10:21 GMT 2023","432","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check Application functionality (Alert message & close button exist)",""
"passed","Mon Feb 27 09:22:26 GMT 2023","Mon Feb 27 09:22:27 GMT 2023","237","Bi Directional","Check Bi-Directional elements exists on the page","","","","Check App1 and App2 elements",""
"passed","Mon Feb 27 08:59:42 GMT 2023","Mon Feb 27 08:59:42 GMT 2023","263","Delegate Modules","Check App 2","","","","Check button text visibility",""
"passed","Mon Feb 27 09:49:26 GMT 2023","Mon Feb 27 09:49:26 GMT 2023","0","","It checks elements visibility","","","","Checks Footer message visibility",""
"passed","Mon Feb 27 09:10:20 GMT 2023","Mon Feb 27 09:10:20 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App3 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Mon Feb 27 09:46:55 GMT 2023","Mon Feb 27 09:46:55 GMT 2023","268","Nested","Check App 3","","","","Check button color",""
"passed","Mon Feb 27 09:03:57 GMT 2023","Mon Feb 27 09:03:57 GMT 2023","1","Different React Versions","Check App1","","","","Check that filled text appear in header",""
"passed","Mon Feb 27 09:23:19 GMT 2023","Mon Feb 27 09:23:19 GMT 2023","0","Dynamic Remotes","Check App 1","","","","Check elements functionality in App 1",""
"passed","Mon Feb 27 09:49:26 GMT 2023","Mon Feb 27 09:49:26 GMT 2023","0","","It checks host page","","","","Checks hover animation for links cards",""
"passed","Mon Feb 27 09:00:40 GMT 2023","Mon Feb 27 09:00:41 GMT 2023","224","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 subheader",""
"passed","Mon Feb 27 09:01:04 GMT 2023","Mon Feb 27 09:01:04 GMT 2023","298","Complete React case","Check App1","","","","Check App buttons",""
"passed","Mon Feb 27 09:49:26 GMT 2023","Mon Feb 27 09:49:26 GMT 2023","0","","It checks host page","","","","Checks texted remote component visibility",""
"passed","Mon Feb 27 09:09:26 GMT 2023","Mon Feb 27 09:09:27 GMT 2023","1615","Angular 15 microfrontends lazy components","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Profile)",""
"passed","Mon Feb 27 09:00:40 GMT 2023","Mon Feb 27 09:00:40 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check Apps share div with React version 16.14.0",""
"passed","Mon Feb 27 09:01:04 GMT 2023","Mon Feb 27 09:01:05 GMT 2023","682","Complete React case","Check App1","","","","Check App Dialog popup",""
"passed","Mon Feb 27 09:12:09 GMT 2023","Mon Feb 27 09:12:09 GMT 2023","0","CSS isolation","Check App 1 colors","","","","Update background color of App 2 Inside App 1 if click on the ""Make Everything Yellow"" button",""
"passed","Mon Feb 27 09:00:20 GMT 2023","Mon Feb 27 09:00:21 GMT 2023","495","Automatic Vendor Sharing","Check App 2","","","","Check App 2 header and subheader exist on the page",""
"passed","Mon Feb 27 09:49:26 GMT 2023","Mon Feb 27 09:49:26 GMT 2023","0","","It checks host page","","","","Checks all page links functionality",""
