"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Feb 03 15:07:07 GMT 2023","Fri Feb 03 15:07:07 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check elements functionality in App 2",""
"skipped","Fri Feb 03 15:06:49 GMT 2023","Fri Feb 03 15:06:49 GMT 2023","2","Automatic Vendor Sharing","Check App 1","","","","Check App 1 header and subheader exist on the page",""
"passed","Fri Feb 03 15:07:07 GMT 2023","Fri Feb 03 15:07:08 GMT 2023","921","Dynamic Remotes","Check App 3","","","","Check App 3 elements exist on the page",""
"passed","Fri Feb 03 15:06:50 GMT 2023","Fri Feb 03 15:06:50 GMT 2023","309","Automatic Vendor Sharing","Check App 2","","","","Check button property in App 2",""
"passed","Fri Feb 03 15:07:09 GMT 2023","Fri Feb 03 15:07:09 GMT 2023","335","Dynamic Remotes","Check App 3","","","","Check elements functionality in App 3",""
"skipped","Fri Feb 03 15:06:49 GMT 2023","Fri Feb 03 15:06:49 GMT 2023","0","Automatic Vendor Sharing","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Fri Feb 03 15:06:50 GMT 2023","Fri Feb 03 15:06:50 GMT 2023","369","Automatic Vendor Sharing","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Fri Feb 03 15:07:07 GMT 2023","Fri Feb 03 15:07:07 GMT 2023","1","Dynamic Remotes","Check App 1","","","","Check elements functionality in App 1",""
"skipped","Fri Feb 03 15:06:49 GMT 2023","Fri Feb 03 15:06:49 GMT 2023","1","Automatic Vendor Sharing","Check App 1","","","","Check button property in App 1",""
"passed","Fri Feb 03 15:06:49 GMT 2023","Fri Feb 03 15:06:50 GMT 2023","593","Automatic Vendor Sharing","Check App 2","","","","Check App 2 header and subheader exist on the page",""
"skipped","Fri Feb 03 15:07:07 GMT 2023","Fri Feb 03 15:07:07 GMT 2023","2","Dynamic Remotes","Check App 1","","","","Check App 1 elements exist on the page",""
"passed","Fri Feb 03 15:07:08 GMT 2023","Fri Feb 03 15:07:09 GMT 2023","596","Dynamic Remotes","Check App 3","","","","Check buttons in App 3 exist",""
"skipped","Fri Feb 03 15:07:07 GMT 2023","Fri Feb 03 15:07:07 GMT 2023","1","Dynamic Remotes","Check App 2","","","","Check App 2 elements exist on the page",""
"skipped","Fri Feb 03 15:07:07 GMT 2023","Fri Feb 03 15:07:07 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Fri Feb 03 15:07:07 GMT 2023","Fri Feb 03 15:07:07 GMT 2023","0","Dynamic Remotes","Check App 1","","","","Check buttons in App 1 exist",""
