"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 12:55:55 GMT 2023","Thu Feb 09 12:55:55 GMT 2023","2","Dynamic Remotes","Check App 1","","","","Check App 1 elements exist on the page",""
"passed","Thu Feb 09 12:55:55 GMT 2023","Thu Feb 09 12:55:55 GMT 2023","0","Dynamic Remotes","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 09 12:56:12 GMT 2023","Thu Feb 09 12:56:13 GMT 2023","428","Automatic Vendor Sharing","Check App 2","","","","Check App 2 header and subheader exist on the page",""
"passed","Thu Feb 09 12:55:55 GMT 2023","Thu Feb 09 12:55:55 GMT 2023","0","Dynamic Remotes","Check App 1","","","","Check elements functionality in App 1",""
"passed","Thu Feb 09 12:56:03 GMT 2023","Thu Feb 09 12:56:03 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App2 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:55:55 GMT 2023","Thu Feb 09 12:55:55 GMT 2023","0","Dynamic Remotes","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 09 12:56:03 GMT 2023","Thu Feb 09 12:56:03 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Thu Feb 09 12:55:05 GMT 2023","Thu Feb 09 12:55:06 GMT 2023","223","Different React Versions Isolated","Check App 2","","","","Check App 2 have Remote Application - React Version 16.14.0 header",""
"passed","Thu Feb 09 12:56:04 GMT 2023","Thu Feb 09 12:56:05 GMT 2023","1522","Angular 14 React","Check Angular-React Application","","","","Check App build and running",""
"passed","Thu Feb 09 12:56:03 GMT 2023","Thu Feb 09 12:56:03 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"passed","Thu Feb 09 12:56:13 GMT 2023","Thu Feb 09 12:56:13 GMT 2023","384","Automatic Vendor Sharing","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 09 12:55:38 GMT 2023","Thu Feb 09 12:55:39 GMT 2023","459","Different React Versions","Check App2","","","","Check App build and running",""
"passed","Thu Feb 09 12:55:38 GMT 2023","Thu Feb 09 12:55:38 GMT 2023","1","Different React Versions","Check App1","","","","Check that filled text appear in header",""
"passed","Thu Feb 09 12:56:03 GMT 2023","Thu Feb 09 12:56:03 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Thu Feb 09 12:55:55 GMT 2023","Thu Feb 09 12:55:56 GMT 2023","682","Dynamic Remotes","Check App 3","","","","Check App 3 elements exist on the page",""
"passed","Thu Feb 09 12:56:03 GMT 2023","Thu Feb 09 12:56:03 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Dialog elements",""
"passed","Thu Feb 09 12:55:06 GMT 2023","Thu Feb 09 12:55:06 GMT 2023","176","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 Button button",""
"passed","Thu Feb 09 12:55:05 GMT 2023","Thu Feb 09 12:55:05 GMT 2023","2","Different React Versions Isolated","Check App 1","","","","Check App 1 have Host Application - React Version 17.0.2 header",""
"passed","Thu Feb 09 12:56:03 GMT 2023","Thu Feb 09 12:56:04 GMT 2023","467","Comprehencive Demo React 18","Check is Comprehensive Demo App5 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:55:55 GMT 2023","Thu Feb 09 12:55:55 GMT 2023","1","Dynamic Remotes","Check App 2","","","","Check elements functionality in App 2",""
"passed","Thu Feb 09 12:56:12 GMT 2023","Thu Feb 09 12:56:12 GMT 2023","0","Automatic Vendor Sharing","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 09 12:56:03 GMT 2023","Thu Feb 09 12:56:03 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 12:55:05 GMT 2023","Thu Feb 09 12:55:05 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 inject React version 16.14.0 block into a div parent element",""
