"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 17:12:58 GMT 2023","Thu Feb 02 17:12:59 GMT 2023","684","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"skipped","Thu Feb 02 17:24:42 GMT 2023","Thu Feb 02 17:24:42 GMT 2023","1","","It checks apps with dependency versions discrepancy","","","","Check App 2: Remote header visibility",""
"passed","Thu Feb 02 17:16:18 GMT 2023","Thu Feb 02 17:16:19 GMT 2023","1148","","Check MDMF SHELL","","","","Check MDMF SHELL build and running (Check elements: Navigation, Header, Paragpaph)",""
"skipped","Thu Feb 02 17:20:55 GMT 2023","Thu Feb 02 17:20:55 GMT 2023","0","App2 remote","pageA","","","","should be rendered when loaded on root path",""
"passed","Thu Feb 02 17:28:42 GMT 2023","Thu Feb 02 17:28:42 GMT 2023","229","","It checks layout app","","","","Checks remote component includes remote header",""
"skipped","Thu Feb 02 17:15:28 GMT 2023","Thu Feb 02 17:15:28 GMT 2023","0","","Check is Comprehensive Demo App3 working and have elements","","","","Check App build and running & Check app elements exist",""
"skipped","Thu Feb 02 17:24:42 GMT 2023","Thu Feb 02 17:24:42 GMT 2023","1","","It checks apps with dependency versions discrepancy","","","","Checks that both apps shares same remote component style",""
"skipped","Thu Feb 02 17:14:25 GMT 2023","Thu Feb 02 17:14:25 GMT 2023","0","","Check App 1","","","","Check React version 16.14.0 block",""
"passed","Thu Feb 02 17:22:56 GMT 2023","Thu Feb 02 17:22:58 GMT 2023","1799","","It checks self-healing apps","","","","Checks that app names is not equal",""
"passed","Thu Feb 02 17:22:34 GMT 2023","Thu Feb 02 17:22:34 GMT 2023","184","","It checks startup-code apps","","","","Check App 2 contains button",""
"passed","Thu Feb 02 17:15:38 GMT 2023","Thu Feb 02 17:15:40 GMT 2023","1172","","Check Angular-React Application","","","","Remove user from the table",""
"skipped","Thu Feb 02 17:20:34 GMT 2023","Thu Feb 02 17:20:34 GMT 2023","1","","Check host app","","","","Check the Home navigation link works",""
"passed","Thu Feb 02 17:13:30 GMT 2023","Thu Feb 02 17:13:30 GMT 2023","376","","It checks host apps' component","","","","Checks host button visibility",""
"skipped","Thu Feb 02 17:14:25 GMT 2023","Thu Feb 02 17:14:25 GMT 2023","1","","Check App 1","","","","Check App 1 have App 1 subheader",""
"passed","Thu Feb 02 17:13:32 GMT 2023","Thu Feb 02 17:13:33 GMT 2023","865","","It checks host apps' component","","","","Checks that remote button text includes counter which changed after click & check value reverted after reload",""
"skipped","Thu Feb 02 17:13:30 GMT 2023","Thu Feb 02 17:13:30 GMT 2023","0","","Check App 1","","","","Check colors",""
"passed","Thu Feb 02 17:23:28 GMT 2023","Thu Feb 02 17:23:29 GMT 2023","382","","Checks application","","","","Checks dispatch RemoteApp NewName Button visibility",""
"passed","Thu Feb 02 17:13:30 GMT 2023","Thu Feb 02 17:13:31 GMT 2023","524","","It checks host apps' component","","","","Checks remote button visibility",""
"skipped","Thu Feb 02 17:15:28 GMT 2023","Thu Feb 02 17:15:28 GMT 2023","0","","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"skipped","Thu Feb 02 17:20:55 GMT 2023","Thu Feb 02 17:20:55 GMT 2023","0","App2 remote","pageA","","","","should be rendered when loaded on its relative path",""
"skipped","Thu Feb 02 17:13:25 GMT 2023","Thu Feb 02 17:13:25 GMT 2023","0","","It checks components header and console message","","","","Checks apps console date message",""
"skipped","Thu Feb 02 17:13:25 GMT 2023","Thu Feb 02 17:13:25 GMT 2023","2","","It checks components header and console message","","","","Checks Host page header visibility",""
"skipped","Thu Feb 02 17:20:55 GMT 2023","Thu Feb 02 17:20:55 GMT 2023","1","App2 remote","pageB","","","","should contain a link allowing to navigate to pageA",""
"skipped","Thu Feb 02 17:14:24 GMT 2023","Thu Feb 02 17:14:24 GMT 2023","0","","Check App 2","","","","Check functionality in App 2",""
"passed","Thu Feb 02 17:21:18 GMT 2023","Thu Feb 02 17:21:19 GMT 2023","710","","Check Remote Server App","","","","Update Shared component file",""
"passed","Thu Feb 02 17:14:26 GMT 2023","Thu Feb 02 17:14:26 GMT 2023","404","","Check App 2","","","","Check App 2 didn't inject React version 16.14.0 block into a div parent element",""
"skipped","Thu Feb 02 17:28:00 GMT 2023","Thu Feb 02 17:28:00 GMT 2023","0","","It checks buttons with text visibility and position for both apps","","","","Checks buttons with text visibility",""
"skipped","Thu Feb 02 17:28:32 GMT 2023","Thu Feb 02 17:28:32 GMT 2023","1","","It checks vue2-in-vue3 connection sample","","","","Check that in Vue2 App app by default counter set to 0",""
"skipped","Thu Feb 02 17:28:00 GMT 2023","Thu Feb 02 17:28:00 GMT 2023","0","","It checks vite side app","","","","Clicks on vite content button and checks that wrong alert greeting is not displayed",""
"passed","Thu Feb 02 17:28:32 GMT 2023","Thu Feb 02 17:28:33 GMT 2023","499","","It checks vue2-in-vue3 connection sample","","","","Check that both apps shares the button with same text",""
"skipped","Thu Feb 02 17:14:24 GMT 2023","Thu Feb 02 17:14:24 GMT 2023","0","","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 17:13:25 GMT 2023","Thu Feb 02 17:13:25 GMT 2023","0","","It checks components header and console message","","","","Checks apps console weekend message",""
"skipped","Thu Feb 02 17:15:28 GMT 2023","Thu Feb 02 17:15:28 GMT 2023","0","","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 02 17:13:42 GMT 2023","Thu Feb 02 17:13:42 GMT 2023","438","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"skipped","Thu Feb 02 17:15:28 GMT 2023","Thu Feb 02 17:15:28 GMT 2023","1","","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Thu Feb 02 17:13:30 GMT 2023","Thu Feb 02 17:13:30 GMT 2023","413","","Check App 3","","","","Check button exists",""
"skipped","Thu Feb 02 17:18:04 GMT 2023","Thu Feb 02 17:18:04 GMT 2023","1","","Check host app","","","","Check button color",""
"skipped","Thu Feb 02 17:28:41 GMT 2023","Thu Feb 02 17:28:41 GMT 2023","0","","It checks app names & messages","","","","Checks button visibility",""
"passed","Thu Feb 02 17:14:54 GMT 2023","Thu Feb 02 17:14:56 GMT 2023","1592","","Check Apps functionality","","","","Check adding two users and delete one of them (Remove form Shell)",""
"skipped","Thu Feb 02 17:28:32 GMT 2023","Thu Feb 02 17:28:32 GMT 2023","0","","It checks vue2-in-vue3 connection sample","","","","Check that in Vue2 App app color of component info set to red",""
"passed","Thu Feb 02 17:13:26 GMT 2023","Thu Feb 02 17:13:27 GMT 2023","646","","It checks host apps' component","","","","Checks remote component greeting visibility",""
"passed","Thu Feb 02 17:27:49 GMT 2023","Thu Feb 02 17:27:49 GMT 2023","406","","It checks names and symbols inside cards","","","","Checks star symbol visibility for host card",""
"passed","Thu Feb 02 17:27:50 GMT 2023","Thu Feb 02 17:27:50 GMT 2023","327","","It checks names and symbols inside cards","","","","Checks remote card includes status",""
"passed","Thu Feb 02 17:13:30 GMT 2023","Thu Feb 02 17:13:30 GMT 2023","202","","Check App 3","","","","Check button color",""
"passed","Thu Feb 02 17:18:05 GMT 2023","Thu Feb 02 17:18:05 GMT 2023","290","","Check remote app","","","","Check button color",""
"passed","Thu Feb 02 17:14:25 GMT 2023","Thu Feb 02 17:14:26 GMT 2023","541","","Check App 2","","","","Check Apps share div with React version 16.14.0",""
"skipped","Thu Feb 02 17:28:32 GMT 2023","Thu Feb 02 17:28:32 GMT 2023","0","","It checks vue2-in-vue3 connection sample","","","","Checks component state visibility for Vue2 App",""
"passed","Thu Feb 02 17:27:45 GMT 2023","Thu Feb 02 17:27:47 GMT 2023","2318","","It checks host app","","","","Checks that remote component card appears after loading",""
