"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 13:12:09 GMT 2023","Thu Feb 09 13:12:09 GMT 2023","240","Bi Directional","Check Bi-Directional elements exists on the page","","","","Check App1 and App2 elements",""
"passed","Thu Feb 09 13:11:39 GMT 2023","Thu Feb 09 13:11:39 GMT 2023","277","Complete React case","Check App1","","","","Check App buttons",""
"passed","Thu Feb 09 13:12:33 GMT 2023","Thu Feb 09 13:12:33 GMT 2023","0","Different React Versions","Check App1","","","","Check that filled text appear in header",""
"passed","Thu Feb 09 13:11:54 GMT 2023","Thu Feb 09 13:11:55 GMT 2023","233","Delegate Modules","Check App 2","","","","Check button text visibility",""
"passed","Thu Feb 09 13:12:05 GMT 2023","Thu Feb 09 13:12:05 GMT 2023","0","CSS isolation","Check App 1","","","","Check button in App 1 exist",""
"passed","Thu Feb 09 13:12:05 GMT 2023","Thu Feb 09 13:12:05 GMT 2023","189","CSS isolation","Check App 2 colors","","","","Check button in App 2 exist",""
"passed","Thu Feb 09 13:12:33 GMT 2023","Thu Feb 09 13:12:33 GMT 2023","2","Different React Versions","Check App1","","","","Check App build and running",""
"passed","Thu Feb 09 13:11:48 GMT 2023","Thu Feb 09 13:11:48 GMT 2023","466","Different React Versions Isolated","Check App 2","","","","Check Apps share div with React version 16.14.0",""
"passed","Thu Feb 09 13:11:54 GMT 2023","Thu Feb 09 13:11:54 GMT 2023","2","Delegate Modules","Check App 1","","","","Check header block with text visibility",""
"passed","Thu Feb 09 13:11:48 GMT 2023","Thu Feb 09 13:11:48 GMT 2023","181","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 Button button",""
"passed","Thu Feb 09 13:11:48 GMT 2023","Thu Feb 09 13:11:48 GMT 2023","231","Different React Versions Isolated","Check App 2","","","","Check App 2 have App 2 subheader",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Routing elements",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check UI Library elements",""
"passed","Thu Feb 09 13:11:47 GMT 2023","Thu Feb 09 13:11:47 GMT 2023","0","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 1 subheader",""
"passed","Thu Feb 09 13:12:05 GMT 2023","Thu Feb 09 13:12:05 GMT 2023","0","CSS isolation","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App2 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","2","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 13:11:47 GMT 2023","Thu Feb 09 13:11:47 GMT 2023","1","Different React Versions Isolated","Check App 1","","","","Check App 1 inject React version 16.14.0 block into a div parent element",""
"passed","Thu Feb 09 13:11:38 GMT 2023","Thu Feb 09 13:11:39 GMT 2023","642","Complete React case","Check App1","","","","Check App build and running",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App3 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Thu Feb 09 13:12:05 GMT 2023","Thu Feb 09 13:12:05 GMT 2023","1","CSS isolation","Check App 1 colors","","","","Update background color of App 2 Inside App 1 if click on the ""Make Everything Yellow"" button",""
"passed","Thu Feb 09 13:11:47 GMT 2023","Thu Feb 09 13:11:47 GMT 2023","2","Different React Versions Isolated","Check App 1","","","","Check App 1 have Host Application - React Version 17.0.2 header",""
"passed","Thu Feb 09 13:11:54 GMT 2023","Thu Feb 09 13:11:54 GMT 2023","354","Delegate Modules","Check App 2","","","","Check header block with text visibility",""
"passed","Thu Feb 09 13:11:54 GMT 2023","Thu Feb 09 13:11:54 GMT 2023","0","Delegate Modules","Check App 1","","","","Check button text visibility",""
"passed","Thu Feb 09 13:12:29 GMT 2023","Thu Feb 09 13:12:29 GMT 2023","0","Comprehencive Demo React 18","Check is Comprehensive Demo App1 working and have elements","","","","Check Svelte Page elements",""
"passed","Thu Feb 09 13:11:47 GMT 2023","Thu Feb 09 13:11:48 GMT 2023","193","Different React Versions Isolated","Check App 2","","","","Check App 2 have Remote Application - React Version 16.14.0 header",""
