"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 11:32:45 GMT 2023","Thu Feb 02 11:32:46 GMT 2023","493","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 11:32:46 GMT 2023","Thu Feb 02 11:32:46 GMT 2023","250","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 11:32:45 GMT 2023","Thu Feb 02 11:32:45 GMT 2023","0","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 11:32:45 GMT 2023","Thu Feb 02 11:32:45 GMT 2023","2","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 11:32:43 GMT 2023","Thu Feb 02 11:32:44 GMT 2023","771","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"skipped","Thu Feb 02 11:32:43 GMT 2023","Thu Feb 02 11:32:43 GMT 2023","1","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Host app Widget functionality and application elements",""
"skipped","Thu Feb 02 11:33:08 GMT 2023","Thu Feb 02 11:33:08 GMT 2023","2","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 11:33:08 GMT 2023","Thu Feb 02 11:33:09 GMT 2023","326","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"passed","Thu Feb 02 11:33:08 GMT 2023","Thu Feb 02 11:33:08 GMT 2023","503","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 11:33:08 GMT 2023","Thu Feb 02 11:33:08 GMT 2023","0","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check widgets in App 1",""
"skipped","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:15 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:15 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:15 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"passed","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:15 GMT 2023","690","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"skipped","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:15 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"passed","Thu Feb 02 11:33:16 GMT 2023","Thu Feb 02 11:33:16 GMT 2023","279","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"skipped","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:15 GMT 2023","1","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:16 GMT 2023","375","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"skipped","Thu Feb 02 11:33:15 GMT 2023","Thu Feb 02 11:33:15 GMT 2023","2","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
