"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 03 11:04:53 GMT 2023","Fri Feb 03 11:04:53 GMT 2023","404","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"passed","Fri Feb 03 11:05:24 GMT 2023","Fri Feb 03 11:05:24 GMT 2023","470","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Fri Feb 03 11:04:52 GMT 2023","Fri Feb 03 11:04:52 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Fri Feb 03 11:04:52 GMT 2023","Fri Feb 03 11:04:52 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"passed","Fri Feb 03 11:04:53 GMT 2023","Fri Feb 03 11:04:53 GMT 2023","184","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"skipped","Fri Feb 03 11:04:52 GMT 2023","Fri Feb 03 11:04:52 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"skipped","Fri Feb 03 11:04:52 GMT 2023","Fri Feb 03 11:04:52 GMT 2023","2","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"passed","Fri Feb 03 11:04:52 GMT 2023","Fri Feb 03 11:04:53 GMT 2023","703","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"passed","Fri Feb 03 11:05:24 GMT 2023","Fri Feb 03 11:05:25 GMT 2023","261","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
"skipped","Fri Feb 03 11:05:03 GMT 2023","Fri Feb 03 11:05:03 GMT 2023","2","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"failed","Fri Feb 03 11:05:13 GMT 2023","Fri Feb 03 11:05:24 GMT 2023","10605","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"skipped","Fri Feb 03 11:05:03 GMT 2023","Fri Feb 03 11:05:03 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Fri Feb 03 11:05:03 GMT 2023","Fri Feb 03 11:05:03 GMT 2023","1","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
"skipped","Fri Feb 03 11:04:52 GMT 2023","Fri Feb 03 11:04:52 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Fri Feb 03 11:04:52 GMT 2023","Fri Feb 03 11:04:52 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
