"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Feb 03 12:05:17 GMT 2023","Fri Feb 03 12:05:17 GMT 2023","2","","Check Host Server App","","","","Check Host Server app build and running",""
"passed","Fri Feb 03 11:57:30 GMT 2023","Fri Feb 03 11:57:31 GMT 2023","330","","Check App 2","","","","Check widgets in App 2",""
"passed","Fri Feb 03 12:14:01 GMT 2023","Fri Feb 03 12:14:02 GMT 2023","451","","It checks host apps' component","","","","Checks page includes two links",""
"skipped","Fri Feb 03 11:56:56 GMT 2023","Fri Feb 03 11:56:56 GMT 2023","0","","Check App 1","","","","Check React version 16.14.0 block",""
"skipped","Fri Feb 03 11:58:03 GMT 2023","Fri Feb 03 11:58:03 GMT 2023","0","","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"skipped","Fri Feb 03 12:05:17 GMT 2023","Fri Feb 03 12:05:17 GMT 2023","0","","Check Host Server App","","","","Check Host Server app build and running & check shared component visibility",""
"passed","Fri Feb 03 11:56:57 GMT 2023","Fri Feb 03 11:56:57 GMT 2023","242","","Check App 2","","","","Check App 2 didn't inject React version 16.14.0 block into a div parent element",""
"passed","Fri Feb 03 12:12:56 GMT 2023","Fri Feb 03 12:12:57 GMT 2023","255","","It checks layout app","","","","Checks vue app logo visibility",""
"skipped","Fri Feb 03 12:12:18 GMT 2023","Fri Feb 03 12:12:18 GMT 2023","0","","It checks apps with dependency versions discrepancy","","","","Checks lodash.nth undefined version message shows depending on Lodash version",""
"skipped","Fri Feb 03 12:04:39 GMT 2023","Fri Feb 03 12:04:39 GMT 2023","1","","Check React in Vue Apps","","","","Check change button name",""
"passed","Fri Feb 03 12:06:14 GMT 2023","Fri Feb 03 12:06:15 GMT 2023","820","","It checks shared-store-cross-framework sample","","","","Checks increase/decrease actions by Vue buttons + check counter can have negative value",""
"passed","Fri Feb 03 12:07:57 GMT 2023","Fri Feb 03 12:07:57 GMT 2023","343","","It checks typescript-project-references apps","","","","Checks that both apps shares button with same text",""
"passed","Fri Feb 03 12:06:32 GMT 2023","Fri Feb 03 12:06:34 GMT 2023","1281","","It checks startup-code apps","","","","Checks that apps names is not equal",""
"skipped","Fri Feb 03 12:07:55 GMT 2023","Fri Feb 03 12:07:55 GMT 2023","0","","It checks typescript-project-references apps","","","","Check App 1 contains button",""
"skipped","Fri Feb 03 12:04:46 GMT 2023","Fri Feb 03 12:04:46 GMT 2023","0","App1 remote","page2","","","","should be rendered when loaded on its relative path",""
"passed","Fri Feb 03 12:14:01 GMT 2023","Fri Feb 03 12:14:01 GMT 2023","421","","It checks host apps' component","","","","Checks change components message visibility",""
"skipped","Fri Feb 03 11:58:03 GMT 2023","Fri Feb 03 11:58:03 GMT 2023","0","","Check is Comprehensive Demo App1 working and have elements","","","","Check UI Library elements",""
"passed","Fri Feb 03 11:57:00 GMT 2023","Fri Feb 03 11:57:01 GMT 2023","282","","Check App 2 colors","","","","Update background color of App 2 if click on the ""Make Everything Yellow"" button",""
"passed","Fri Feb 03 11:59:05 GMT 2023","Fri Feb 03 11:59:06 GMT 2023","392","","Check App 3","","","","Check functionality in App 3",""
"skipped","Fri Feb 03 12:03:54 GMT 2023","Fri Feb 03 12:03:54 GMT 2023","0","","Check host app","","","","Check button color",""
"passed","Fri Feb 03 11:57:01 GMT 2023","Fri Feb 03 11:57:02 GMT 2023","319","","Check App 2","","","","Check button property in App 2",""
"passed","Fri Feb 03 12:12:20 GMT 2023","Fri Feb 03 12:12:20 GMT 2023","343","","It checks names and symbols inside cards","","","","Checks cloud symbol visibility for remote card",""
"skipped","Fri Feb 03 11:59:35 GMT 2023","Fri Feb 03 11:59:35 GMT 2023","1","","Check App 2","","","","Check elements exist",""
"passed","Fri Feb 03 12:04:35 GMT 2023","Fri Feb 03 12:04:36 GMT 2023","629","","Checks application","","","","Check that Welcome to Host App text is visible",""
"passed","Fri Feb 03 11:56:51 GMT 2023","Fri Feb 03 11:56:51 GMT 2023","723","","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"skipped","Fri Feb 03 11:59:35 GMT 2023","Fri Feb 03 11:59:35 GMT 2023","0","","Check App 2","","","","Check colors",""
"passed","Fri Feb 03 12:06:32 GMT 2023","Fri Feb 03 12:06:32 GMT 2023","158","","It checks startup-code apps","","","","Check App 2 contains button",""
"passed","Fri Feb 03 12:12:05 GMT 2023","Fri Feb 03 12:12:06 GMT 2023","882","","It checks host app","","","","Checks that remote card button text includes counter which changed after click & check value reverted after reload",""
"skipped","Fri Feb 03 12:15:51 GMT 2023","Fri Feb 03 12:15:51 GMT 2023","0","","It checks vite side app","","","","Clicks on vite content button and checks that wrong alert greeting is not displayed",""
"passed","Fri Feb 03 11:59:48 GMT 2023","Fri Feb 03 11:59:50 GMT 2023","1082","","Check Apps functionality","","","","Check added user visible on both Apps",""
