"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 28 13:02:39 GMT 2023","Tue Feb 28 13:02:39 GMT 2023","1","Dynamic Remotes","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Tue Feb 28 13:02:56 GMT 2023","Tue Feb 28 13:02:56 GMT 2023","1","Delegate Modules","Check App 1","","","","Check button text visibility",""
"passed","Tue Feb 28 13:02:29 GMT 2023","Tue Feb 28 13:02:30 GMT 2023","580","Basic Host remote","Check App 2","","","","Check App 2 built and running",""
"passed","Tue Feb 28 13:00:27 GMT 2023","Tue Feb 28 13:00:27 GMT 2023","1","Different React Versions Isolated","Check App 1","","","","Check App 1 have App 2 Button button",""
"passed","Tue Feb 28 13:01:22 GMT 2023","Tue Feb 28 13:01:22 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
"passed","Tue Feb 28 13:02:29 GMT 2023","Tue Feb 28 13:02:29 GMT 2023","0","Basic Host remote","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Tue Feb 28 13:01:22 GMT 2023","Tue Feb 28 13:01:22 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Main Tab Functionality",""
"passed","Tue Feb 28 13:02:30 GMT 2023","Tue Feb 28 13:02:30 GMT 2023","322","Basic Host remote","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Tue Feb 28 13:01:22 GMT 2023","Tue Feb 28 13:01:22 GMT 2023","0","Comprehemsive Demo React 16","Check is Comprehensive Demo App1 working and have elements","","","","Check Dialog elements",""
"passed","Tue Feb 28 13:00:12 GMT 2023","Tue Feb 28 13:00:12 GMT 2023","0","Automatic Vendor Sharing","Check App 1","","","","Check button property in App 1",""
"passed","Tue Feb 28 13:02:06 GMT 2023","Tue Feb 28 13:02:06 GMT 2023","2","CRA","Check Host","","","","Check Host elements exist on the page",""
"passed","Tue Feb 28 13:00:22 GMT 2023","Tue Feb 28 13:00:22 GMT 2023","325","CSS isolation","Check App 2 colors","","","","Update background color of App 2 if click on the ""Make Everything Yellow"" button",""
"passed","Tue Feb 28 13:02:57 GMT 2023","Tue Feb 28 13:02:57 GMT 2023","1","Comprehencive Demo React 18","Check is Comprehensive Demo App4 working and have elements","","","","Check App build and running & Check app elements exist",""
