"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 15:43:55 GMT 2023","Thu Feb 02 15:43:55 GMT 2023","274","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:57 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 15:43:54 GMT 2023","Thu Feb 02 15:43:54 GMT 2023","0","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 15:42:07 GMT 2023","Thu Feb 02 15:42:07 GMT 2023","2","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 15:42:12 GMT 2023","Thu Feb 02 15:42:12 GMT 2023","2","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Host app Widget functionality and application elements",""
"skipped","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:57 GMT 2023","2","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 15:42:20 GMT 2023","Thu Feb 02 15:42:20 GMT 2023","1","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check widgets in App 1",""
"skipped","Thu Feb 02 15:43:54 GMT 2023","Thu Feb 02 15:43:54 GMT 2023","3","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:58 GMT 2023","374","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"skipped","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:57 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 02 15:42:08 GMT 2023","Thu Feb 02 15:42:08 GMT 2023","309","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 02 15:42:20 GMT 2023","Thu Feb 02 15:42:20 GMT 2023","399","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 15:42:07 GMT 2023","Thu Feb 02 15:42:07 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
"skipped","Thu Feb 02 15:42:20 GMT 2023","Thu Feb 02 15:42:20 GMT 2023","1","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check App 1 built and running",""
"skipped","Thu Feb 02 15:42:07 GMT 2023","Thu Feb 02 15:42:07 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Thu Feb 02 15:42:58 GMT 2023","Thu Feb 02 15:42:58 GMT 2023","210","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"passed","Thu Feb 02 15:42:07 GMT 2023","Thu Feb 02 15:42:08 GMT 2023","463","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 15:43:54 GMT 2023","Thu Feb 02 15:43:55 GMT 2023","511","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 15:42:12 GMT 2023","Thu Feb 02 15:42:13 GMT 2023","770","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"passed","Thu Feb 02 15:42:20 GMT 2023","Thu Feb 02 15:42:21 GMT 2023","372","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"skipped","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:57 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"skipped","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:57 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:57 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"passed","Thu Feb 02 15:42:57 GMT 2023","Thu Feb 02 15:42:57 GMT 2023","699","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"passed","Thu Feb 02 15:42:08 GMT 2023","Thu Feb 02 15:42:08 GMT 2023","256","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
