"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Feb 02 13:36:52 GMT 2023","Thu Feb 02 13:36:52 GMT 2023","1","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:36:52 GMT 2023","Thu Feb 02 13:36:52 GMT 2023","3","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:34:15 GMT 2023","Thu Feb 02 13:34:16 GMT 2023","364","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"passed","Thu Feb 02 13:34:09 GMT 2023","Thu Feb 02 13:34:10 GMT 2023","248","Basic Host Remote","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 13:34:09 GMT 2023","Thu Feb 02 13:34:09 GMT 2023","0","Basic Host Remote","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 13:34:15 GMT 2023","Thu Feb 02 13:34:15 GMT 2023","1","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:34:23 GMT 2023","Thu Feb 02 13:34:23 GMT 2023","339","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check widgets in App 2",""
"skipped","Thu Feb 02 13:36:52 GMT 2023","Thu Feb 02 13:36:52 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 13:36:52 GMT 2023","Thu Feb 02 13:36:52 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"passed","Thu Feb 02 13:36:53 GMT 2023","Thu Feb 02 13:36:54 GMT 2023","460","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"passed","Thu Feb 02 13:36:52 GMT 2023","Thu Feb 02 13:36:53 GMT 2023","956","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"skipped","Thu Feb 02 13:34:22 GMT 2023","Thu Feb 02 13:34:22 GMT 2023","0","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check widgets in App 1",""
"passed","Thu Feb 02 13:34:16 GMT 2023","Thu Feb 02 13:34:16 GMT 2023","262","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Thu Feb 02 13:36:52 GMT 2023","Thu Feb 02 13:36:52 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"passed","Thu Feb 02 13:35:41 GMT 2023","Thu Feb 02 13:35:42 GMT 2023","978","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Remote app Widget functionality and application elements",""
"passed","Thu Feb 02 13:34:16 GMT 2023","Thu Feb 02 13:34:16 GMT 2023","222","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
"skipped","Thu Feb 02 13:34:15 GMT 2023","Thu Feb 02 13:34:15 GMT 2023","1","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Thu Feb 02 13:36:52 GMT 2023","Thu Feb 02 13:36:52 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Thu Feb 02 13:34:22 GMT 2023","Thu Feb 02 13:34:23 GMT 2023","354","Dynamic Remotes Synchronous Imports","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:34:09 GMT 2023","Thu Feb 02 13:34:09 GMT 2023","2","Basic Host Remote","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:36:53 GMT 2023","Thu Feb 02 13:36:53 GMT 2023","554","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"skipped","Thu Feb 02 13:35:41 GMT 2023","Thu Feb 02 13:35:41 GMT 2023","3","Dynamic Remotes Runtime Enviroment Variables","Check Host and Remote apps","","","","Check Host app Widget functionality and application elements",""
"skipped","Thu Feb 02 13:34:22 GMT 2023","Thu Feb 02 13:34:22 GMT 2023","2","Dynamic Remotes Synchronous Imports","Check App 1","","","","Check App 1 built and running",""
"passed","Thu Feb 02 13:34:09 GMT 2023","Thu Feb 02 13:34:09 GMT 2023","349","Basic Host Remote","Check App 2","","","","Check App 2 built and running",""
"skipped","Thu Feb 02 13:34:15 GMT 2023","Thu Feb 02 13:34:15 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
