"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 03 08:36:53 GMT 2023","Fri Feb 03 08:36:54 GMT 2023","962","Dynamic remotes","Check App 3","","","","Check App 3 built and running",""
"skipped","Fri Feb 03 08:36:53 GMT 2023","Fri Feb 03 08:36:53 GMT 2023","1","Dynamic remotes","Check App 1","","","","Check buttons in App 1 exist",""
"passed","Fri Feb 03 08:36:38 GMT 2023","Fri Feb 03 08:36:38 GMT 2023","536","Automatic vendor sharing","Check App 2","","","","Check App 2 built and running",""
"skipped","Fri Feb 03 08:36:53 GMT 2023","Fri Feb 03 08:36:53 GMT 2023","3","Dynamic remotes","Check App 1","","","","Check App 1 built and running",""
"skipped","Fri Feb 03 08:36:53 GMT 2023","Fri Feb 03 08:36:53 GMT 2023","0","Dynamic remotes","Check App 1","","","","Check functionality in App 1",""
"skipped","Fri Feb 03 08:36:38 GMT 2023","Fri Feb 03 08:36:38 GMT 2023","0","Automatic vendor sharing","Check App 1","","","","Check button property in App 1",""
"passed","Fri Feb 03 08:36:55 GMT 2023","Fri Feb 03 08:36:55 GMT 2023","447","Dynamic remotes","Check App 3","","","","Check functionality in App 3",""
"skipped","Fri Feb 03 08:36:53 GMT 2023","Fri Feb 03 08:36:53 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check buttons in App 2 exist",""
"skipped","Fri Feb 03 08:36:38 GMT 2023","Fri Feb 03 08:36:38 GMT 2023","1","Automatic vendor sharing","Check App 1","","","","Check buttons in App 1 exist",""
"skipped","Fri Feb 03 08:36:38 GMT 2023","Fri Feb 03 08:36:38 GMT 2023","2","Automatic vendor sharing","Check App 1","","","","Check App 1 built and running",""
"passed","Fri Feb 03 08:36:38 GMT 2023","Fri Feb 03 08:36:39 GMT 2023","458","Automatic vendor sharing","Check App 2","","","","Check buttons in App 2 exist",""
"passed","Fri Feb 03 08:36:39 GMT 2023","Fri Feb 03 08:36:39 GMT 2023","381","Automatic vendor sharing","Check App 2","","","","Check button property in App 2",""
"skipped","Fri Feb 03 08:36:53 GMT 2023","Fri Feb 03 08:36:53 GMT 2023","1","Dynamic remotes","Check App 2","","","","Check functionality in App 2",""
"passed","Fri Feb 03 08:36:54 GMT 2023","Fri Feb 03 08:36:55 GMT 2023","591","Dynamic remotes","Check App 3","","","","Check buttons in App 3 exist",""
"skipped","Fri Feb 03 08:36:53 GMT 2023","Fri Feb 03 08:36:53 GMT 2023","0","Dynamic remotes","Check App 2","","","","Check App 2 built and running",""
